43. Examine the stated positions of both major political candidates with regard to a particular issue and state good reasons (based on principles discussed in class) for why one candidates position is more likely to be effective than the other's.,Evaluating
44. Explain and justify a new budget.,Evaluating
45. Explain choices made in making recommendations to an end user.,Evaluating
"46. Given an argument on any position, enumerate the logical fallacies in that argument.",Evaluating
"47. Given the data available on a research question, take a position and defend it.",Evaluating
"48. Given the data we've looked at on this topic, evaluate how appropriate this conclusion is and defend your answer.",Evaluating
"49. Given the two solutions to the stated programming problem, rate the solutions in  terms of efficiency and readability.",Evaluating
"50. Given three possible approaches to implement the defined system, discuss the possible advantages and disadvantages of each approach.",Evaluating
"51. Given two possible solutions, A and B, to solving the given software development problem, decide on the best solution. Give your justification.",Evaluating
52. How effective are . . .?,Evaluating
53. How would you decide about...?,Evaluating
54. How would you feel if . . .?,Evaluating
55. How would you have handled . . .?,Evaluating
"56. improved, reformed or rejected?",Evaluating
"57. In a given clinical situation, select the most reasonable intervention and predict the main effects and possible side effects.",Evaluating
58. Is there a better solution to . . .?,Evaluating
59. Judge aesthetic qualities and relationship to future values.,Evaluating
60. judge the difficulty level for yourself.,Evaluating
61. Judge the value of . . .?,Evaluating
62. Judge whether it would be possible to survive on an island alone and blinded. Write about it.,Evaluating
63. Judge whether Olympic Ideals are realistic or unrealistic for the contemporary elite athlete.,Evaluating
64. Justify and nominate ways to prevent animal extinction.,Evaluating
65. Justify the title To Kill a Mockingbird .,Evaluating
66. Listen to two classmates conversing on tape and critique their performance on the basis of the skills covered this semester.,Evaluating
67. Place the following in order of priority...,Evaluating
68. Predict what will happen next in.,Evaluating
69. Predict whether Phillip will ever go back to visit the Cay after several years of recovery. Assuming he gets his sight back.,Evaluating
70. Recommend how our classroom or playground could be improved.,Evaluating
71. Select the best proposal for a proposed water treatment plant.,Evaluating
72. Select the most effective solution.,Evaluating
73. suggest ways in which it could have responded more effectively,Evaluating
74. decide about the most exciting part of the book. being sure to give at least three reasons why?,Evaluating
75. Use a judge and jury to discuss the statement 'Children enjoy Anthony Browne's books because of the illustrations'.,Evaluating
"76. Using straight value depreciation, decide between two copper-nickel alloys for the design of a heat exchanger.",Evaluating
"77. Using the basic principles of socialism discussed in this course, evaluate the US economic system by providing key arguments to support your judgment.",Evaluating
78. Was Hemingway a great American writer? First you will need to define greatness.,Evaluating
79. What changes to . . . would you recommend?,Evaluating
80. What criteria would you use to assess the validity of a business contract?,Evaluating
81. What criteria would you use to assess...?,Evaluating
82. What do you think about . . .?,Evaluating
83. What is part of this book did you like best. Tell why you like it?,Evaluating
84. What is the most important...?,Evaluating
85. Which of the following actions would probably be least effective in determining the answer?,Evaluating
"86. Which of the two algorithms, bubblesort or quicksort, is more efficient? Justify your answer.",Evaluating
87. Would you have liked to have had Cinderella for a sister? Explain why or why not.,Evaluating
88. Write a list of criteria to judge the Willy raps.,Evaluating
89. Revise the story and specify the type of audience that would enjoy this book.,Evaluating
90.  Estimate the epicentral coordinates of the earth-quake,Evaluating
91.  Estimate the risk of serious illness for consumers in different susceptible population groups,Evaluating
92. Estimate expenditure on HIV/AIDS education,Evaluating
93. Estimate the difficulty of the question,Evaluating
94. Estimate roughly how long the collision process takes,Evaluating
95. What do you think is the best thing about coming to Viestal?,Evaluating
96. What do you think is the mass and why,Evaluating
97. What do you think are the strengths of using integrated math in your program?,Evaluating
98. Do you think that this statement conveys the idea that i am trying to portray,Evaluating
99. How do you think the community should grow or change,Evaluating
100. How Do You Think One Should Reason in Making Ethical Decisions in Business,Evaluating
